"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V680","2020-05-08 01:00:00","40.000","0.000","0.100","29.100","0.770","1004.600","","0.000","-99.000","-99.000","-99.000","29.100","","28.900",""
"C0R760","2020-05-08 01:00:00","336.000","359.000","4.000","23.600","0.970","972.900","","0.000","-99.000","-99.000","-99.000","23.700","","23.600",""
"C0F9U0","2020-05-08 01:00:00","74.000","221.000","0.800","27.500","0.850","1001.200","","0.000","-99.000","-99.000","-99.000","28.200","","27.500",""
"C0AI10","2020-05-08 01:00:00","76.000","178.000","0.700","23.800","0.940","1001.300","","0.000","-99.000","-99.000","-99.000","24.300","","23.800",""
"C0V530","2020-05-08 01:00:00","34.000","0.000","0.100","27.300","0.820","1005.200","","0.000","-99.000","-99.000","-99.000","27.600","","27.300",""
"C0R790","2020-05-08 01:00:00","111.000","339.000","3.000","25.700","0.880","998.100","","0.000","-99.000","-99.000","-99.000","25.700","","25.500",""
"C0F9L0","2020-05-08 01:00:00","253.000","84.000","0.300","25.300","0.920","981.100","","0.000","-99.000","-99.000","-99.000","25.600","","25.300",""
"C0A950","2020-05-08 01:00:00","60.000","139.000","2.300","23.900","0.990","1003.800","","0.000","9.300","160.000","","23.900","","23.100",""
"C0R160","2020-05-08 01:00:00","45.000","301.000","0.900","27.000","0.990","1003.700","","0.000","-99.000","-99.000","-99.000","27.000","","27.000",""
"C0F9S0","2020-05-08 01:00:00","43.000","292.000","1.300","27.300","0.860","1004.800","","0.000","-99.000","-99.000","-99.000","28.200","","27.300",""
"C0M820","2020-05-08 01:00:00","980.000","78.000","0.300","21.000","0.610","904.800","","0.000","-99.000","-99.000","-99.000","21.000","","20.900",""
"C0G870","2020-05-08 01:00:00","12.000","314.000","0.700","26.900","0.720","1008.900","","0.000","-99.000","-99.000","-99.000","27.000","","26.900",""
"C0R530","2020-05-08 01:00:00","16.000","161.000","3.200","27.500","0.770","1007.600","","0.000","-99.000","-99.000","-99.000","28.000","","27.500",""
"C0O840","2020-05-08 01:00:00","134.000","170.000","0.300","25.600","0.870","992.600","","0.000","-99.000","-99.000","-99.000","26.100","","25.600",""
"C0A890","2020-05-08 01:00:00","40.000","0.000","0.000","23.000","0.970","1005.400","","0.000","-99.000","-99.000","-99.000","23.200","","23.000",""
"C0A660","2020-05-08 01:00:00","97.000","0.000","0.000","24.100","0.870","998.100","","0.000","-99.000","-99.000","-99.000","24.300","","24.100",""
"C0T9H0","2020-05-08 01:00:00","725.000","171.000","0.500","20.700","0.990","932.200","","0.000","-99.000","-99.000","-99.000","20.700","","20.700",""
"C0R270","2020-05-08 01:00:00","51.000","0.000","0.100","26.100","1.000","1002.600","","0.000","-99.000","-99.000","-99.000","26.700","","26.100",""
"C0O980","2020-05-08 01:00:00","18.000","0.000","0.000","25.500","0.950","1008.600","","0.000","-99.000","-99.000","-99.000","26.200","","25.500",""
"C0T9I0","2020-05-08 01:00:00","152.000","0.000","0.100","23.400","0.990","995.300","","0.000","-99.000","-99.000","-99.000","23.400","","23.300",""
"C0V760","2020-05-08 01:00:00","30.000","349.000","1.300","28.600","0.830","1006.600","","0.000","-99.000","-99.000","-99.000","28.600","","28.500",""
"C0AG90","2020-05-08 01:00:00","25.000","0.000","0.000","25.500","0.950","1008.000","","0.000","-99.000","-99.000","-99.000","25.700","","25.500",""
"C0R570","2020-05-08 01:00:00","37.000","0.000","0.000","28.400","0.750","1004.200","","0.000","-99.000","-99.000","-99.000","28.900","","28.400",""
"C0O900","2020-05-08 01:00:00","9.000","0.000","0.000","26.500","0.990","1008.400","","0.000","-99.000","-99.000","-99.000","27.300","","26.500",""
"C0AD00","2020-05-08 01:00:00","86.000","190.000","1.400","25.100","0.870","1000.300","","0.000","-99.000","-99.000","-99.000","25.100","","24.900",""
"C0V700","2020-05-08 01:00:00","24.000","15.000","0.700","29.200","0.720","1005.900","","0.000","-99.000","-99.000","-99.000","29.400","","29.200",""
"C0X080","2020-05-08 01:00:00","2.000","178.000","0.400","25.700","0.890","1009.000","","0.000","-99.000","-99.000","-99.000","26.200","","25.600",""
"C0G910","2020-05-08 01:00:00","42.000","343.000","0.900","26.900","0.940","1003.900","","0.000","-99.000","-99.000","-99.000","27.500","","26.900",""
"C0I480","2020-05-08 01:00:00","2165.000","0.000","0.000","12.300","0.940","789.700","","0.000","-99.000","-99.000","-99.000","12.300","","12.200",""
"C0R710","2020-05-08 01:00:00","117.000","38.000","2.000","25.100","0.930","997.600","","0.000","-99.000","-99.000","-99.000","25.100","","25.100",""
"C0A860","2020-05-08 01:00:00","362.000","207.000","2.000","-99.000","0.900","969.400","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U940","2020-05-08 01:00:00","25.000","0.000","0.000","23.400","0.990","1009.300","","0.000","-99.000","-99.000","-99.000","23.500","","23.400",""
"C0S970","2020-05-08 01:00:00","19.000","294.000","2.300","25.300","0.870","1008.400","","0.000","-99.000","-99.000","-99.000","25.300","","25.100",""
"C0V260","2020-05-08 01:00:00","126.000","97.000","1.000","26.100","0.750","995.500","","0.000","-99.000","-99.000","-99.000","26.400","","26.100",""
"C0H990","2020-05-08 01:00:00","3076.000","223.000","7.100","6.800","0.880","707.100","","0.000","-99.000","-99.000","-99.000","7.100","","6.600",""
"C0F9K0","2020-05-08 01:00:00","30.000","0.000","0.200","26.100","0.940","1004.600","","-99.000","-99.000","-99.000","-99.000","26.100","","26.100",""
"C0AH90","2020-05-08 01:00:00","660.000","0.000","0.000","20.800","0.990","940.200","","0.000","-99.000","-99.000","-99.000","20.800","","20.700",""
"C0W150","2020-05-08 01:00:00","42.000","64.000","2.400","22.500","0.990","1005.500","","0.500","-99.000","-99.000","-99.000","22.600","","22.500",""
"C0F000","2020-05-08 01:00:00","273.000","0.000","0.100","24.500","0.990","976.000","","0.000","-99.000","-99.000","-99.000","24.800","","24.500",""
"C0M860","2020-05-08 01:00:00","578.000","0.000","0.000","23.000","0.750","946.400","","0.000","-99.000","-99.000","-99.000","23.300","","23.000",""
"C0K410","2020-05-08 01:00:00","20.000","0.000","0.200","27.600","0.820","1006.300","","0.000","-99.000","-99.000","-99.000","27.700","","27.500",""
"C0R140","2020-05-08 01:00:00","740.000","93.000","0.600","23.300","0.720","930.800","","-99.000","-99.000","-99.000","-99.000","23.700","","22.900",""
"C0V800","2020-05-08 01:00:00","256.000","246.000","0.300","26.000","0.750","979.700","","0.000","-99.000","-99.000","-99.000","26.200","","26.000",""
"C0S830","2020-05-08 01:00:00","288.000","355.000","0.400","23.000","1.000","980.200","","0.000","-99.000","-99.000","-99.000","23.000","","23.000",""
"C0S920","2020-05-08 01:00:00","98.000","318.000","0.900","24.100","0.930","995.300","","0.000","-99.000","-99.000","-99.000","24.600","","24.100",""
"C0V640","2020-05-08 01:00:00","35.000","49.000","1.100","28.200","0.810","1005.400","","0.000","-99.000","-99.000","-99.000","28.800","","28.200",""
"C0AH80","2020-05-08 01:00:00","68.000","0.000","0.000","23.500","0.950","1001.900","","0.000","-99.000","-99.000","-99.000","23.800","","23.500",""
"C0K250","2020-05-08 01:00:00","12.000","0.000","0.000","25.900","0.930","1008.200","","0.000","-99.000","-99.000","-99.000","26.300","","25.900",""
"C0R840","2020-05-08 01:00:00","536.000","28.000","2.800","22.100","1.000","951.200","","0.000","-99.000","-99.000","-99.000","22.500","","22.100",""
"C0I410","2020-05-08 01:00:00","180.000","209.000","1.200","26.600","0.760","989.000","","0.000","-99.000","-99.000","-99.000","27.500","","26.600",""
"C0M410","2020-05-08 01:00:00","245.000","356.000","0.900","24.300","0.810","978.800","","0.000","-99.000","-99.000","-99.000","24.500","","24.100",""
"C0F9Z0","2020-05-08 01:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U650","2020-05-08 01:00:00","442.000","278.000","0.500","21.400","1.000","962.100","","0.000","-99.000","-99.000","-99.000","21.400","","21.400",""
"C0D660","2020-05-08 01:00:00","65.000","84.000","0.900","25.000","0.900","1002.400","","0.000","-99.000","-99.000","-99.000","25.300","","24.900",""
"C0E540","2020-05-08 01:00:00","32.000","200.000","0.600","24.900","0.940","1006.200","","0.000","-99.000","-99.000","-99.000","25.200","","24.900",""
"C0W170","2020-05-08 01:00:00","42.000","10.000","3.700","19.500","0.970","1004.400","","0.000","-99.000","-99.000","-99.000","19.700","","19.500",""
"C0Z150","2020-05-08 01:00:00","27.000","211.000","2.000","24.000","0.990","1008.800","","0.000","-99.000","-99.000","-99.000","24.100","","24.000",""
"C0S840","2020-05-08 01:00:00","22.000","274.000","1.400","24.600","0.960","1009.700","","0.000","-99.000","-99.000","-99.000","24.600","","24.400",""
"C0H9A0","2020-05-08 01:00:00","1595.000","289.000","0.700","17.300","0.660","846.200","","0.000","-99.000","-99.000","-99.000","17.400","","17.100",""
"C0Z300","2020-05-08 01:00:00","182.000","0.000","0.000","23.800","0.990","991.900","","0.000","-99.000","-99.000","-99.000","23.900","","23.800",""
"C0G730","2020-05-08 01:00:00","27.000","314.000","0.300","26.500","0.940","1007.200","","0.000","-99.000","-99.000","-99.000","27.000","","26.500",""
"C0V730","2020-05-08 01:00:00","33.000","77.000","0.900","28.900","0.770","1006.300","","0.000","-99.000","-99.000","-99.000","29.500","","28.900",""
"C0SA00","2020-05-08 01:00:00","466.000","0.000","0.000","21.800","1.000","959.000","","0.000","-99.000","-99.000","-99.000","22.100","","21.800",""
"C0S900","2020-05-08 01:00:00","27.000","135.000","3.400","26.900","0.900","1008.600","","0.000","-99.000","-99.000","-99.000","26.900","","26.800",""
"C0C480","2020-05-08 01:00:00","105.000","0.000","0.200","24.500","0.870","998.000","","0.000","-99.000","-99.000","-99.000","24.900","","24.500",""
"C0V720","2020-05-08 01:00:00","15.000","145.000","0.800","29.600","0.690","1007.900","","0.000","-99.000","-99.000","-99.000","30.100","","29.600",""
"C0UA60","2020-05-08 01:00:00","566.000","175.000","2.300","20.600","0.990","947.800","","0.000","-99.000","-99.000","-99.000","20.800","","20.600",""
"C0A980","2020-05-08 01:00:00","11.000","0.000","0.000","24.800","0.900","1009.500","","0.000","-99.000","-99.000","-99.000","25.200","","24.800",""
"C0C670","2020-05-08 01:00:00","250.000","162.000","0.800","23.000","0.920","982.200","","0.000","-99.000","-99.000","-99.000","23.400","","23.000",""
"C0K550","2020-05-08 01:00:00","15.000","0.000","0.000","27.200","0.850","1008.100","","0.000","-99.000","-99.000","-99.000","27.600","","27.200",""
"C0R350","2020-05-08 01:00:00","35.000","90.000","1.600","26.800","0.880","1006.300","","0.000","-99.000","-99.000","-99.000","26.800","","26.600",""
"C0T9F0","2020-05-08 01:00:00","251.000","0.000","0.000","22.700","0.990","983.100","","0.000","-99.000","-99.000","-99.000","22.700","","22.500",""
"C0D390","2020-05-08 01:00:00","146.000","0.000","0.000","22.900","0.970","992.000","","0.000","-99.000","-99.000","-99.000","23.200","","22.900",""
"C0O990","2020-05-08 01:00:00","18.000","0.000","0.000","25.800","0.990","1007.100","","0.000","-99.000","-99.000","-99.000","26.400","","25.800",""
"CM0010","2020-05-08 01:00:00","68.000","-99.000","-99.000","23.900","0.840","1002.900","","0.000","-99.000","-99.000","-99.000","24.200","","23.900",""
"C0K500","2020-05-08 01:00:00","12.000","0.000","0.000","27.300","0.860","1007.000","","0.000","-99.000","-99.000","-99.000","28.000","","27.300",""
"C0X260","2020-05-08 01:00:00","39.000","113.000","0.700","26.600","0.860","1005.500","","0.000","-99.000","-99.000","-99.000","27.100","","26.400",""
"C0ACA0","2020-05-08 01:00:00","25.000","74.000","0.900","25.500","0.870","1006.200","","0.000","-99.000","-99.000","-99.000","25.600","","25.400",""
"C0X180","2020-05-08 01:00:00","62.000","0.000","0.000","26.600","0.930","1001.300","","0.000","-99.000","-99.000","-99.000","26.700","","26.600",""
"C0F930","2020-05-08 01:00:00","100.000","0.000","0.000","25.600","1.000","997.900","","0.000","-99.000","-99.000","-99.000","26.000","","25.600",""
"C0I010","2020-05-08 01:00:00","1562.000","79.000","0.600","17.700","0.700","848.800","","0.000","-99.000","-99.000","-99.000","17.900","","17.500",""
"C0R190","2020-05-08 01:00:00","32.000","155.000","0.500","26.900","0.900","1005.200","","0.000","-99.000","-99.000","-99.000","27.600","","26.900",""
"C0E420","2020-05-08 01:00:00","19.000","70.000","0.300","24.700","0.910","1005.600","","0.000","-99.000","-99.000","-99.000","24.900","","24.700",""
"C0I460","2020-05-08 01:00:00","110.000","58.000","0.500","28.100","0.700","997.500","","0.000","-99.000","-99.000","-99.000","28.400","","28.100",""
"C0A9F0","2020-05-08 01:00:00","35.000","0.000","0.000","25.600","0.850","1006.500","","0.000","-99.000","-99.000","-99.000","25.600","","25.500",""
"C0F9A0","2020-05-08 01:00:00","425.000","0.000","0.000","24.700","0.800","962.800","","0.000","-99.000","-99.000","-99.000","25.400","","24.700",""
"C0O950","2020-05-08 01:00:00","4.000","0.000","0.000","27.300","1.000","1008.300","","0.000","-99.000","-99.000","-99.000","27.500","","27.300",""
"C0M760","2020-05-08 01:00:00","40.000","0.000","0.000","27.400","0.840","1005.100","","0.000","-99.000","-99.000","-99.000","27.600","","27.400",""
"C0AH70","2020-05-08 01:00:00","34.000","218.000","0.500","25.900","0.740","1006.700","","0.000","-99.000","-99.000","-99.000","25.900","","25.800",""
"C0V250","2020-05-08 01:00:00","298.000","25.000","1.400","25.000","0.750","976.000","","0.000","-99.000","-99.000","-99.000","25.500","","25.000",""
"C0U980","2020-05-08 01:00:00","573.000","127.000","1.600","21.000","1.000","948.400","","0.000","-99.000","-99.000","-99.000","21.000","","21.000",""
"C0S740","2020-05-08 01:00:00","289.000","17.000","0.300","23.100","1.000","979.700","","0.000","-99.000","-99.000","-99.000","23.100","","23.100",""
"C0A920","2020-05-08 01:00:00","196.000","0.000","0.000","24.800","0.840","987.400","","0.000","-99.000","-99.000","-99.000","25.000","","24.800",""
"C0T870","2020-05-08 01:00:00","135.000","0.000","0.000","22.100","0.990","995.900","","0.000","-99.000","-99.000","-99.000","22.100","","21.900",""
"C0O930","2020-05-08 01:00:00","69.000","0.000","0.100","24.800","0.940","1001.300","","0.000","-99.000","-99.000","-99.000","25.400","","24.800",""
"C0C460","2020-05-08 01:00:00","482.000","0.000","0.000","21.400","0.970","957.300","","0.000","-99.000","-99.000","-99.000","21.700","","21.400",""
"C0E520","2020-05-08 01:00:00","320.000","0.000","0.100","21.300","1.000","974.900","","0.000","-99.000","-99.000","-99.000","21.600","","21.200",""
"C0T9D0","2020-05-08 01:00:00","7.000","0.000","0.000","23.600","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","23.700","","23.600",""
"C0I390","2020-05-08 01:00:00","1184.000","81.000","1.000","19.600","0.830","885.900","","0.000","-99.000","-99.000","-99.000","20.100","","19.400",""
"C0B020","2020-05-08 01:00:00","86.000","130.000","2.200","24.600","0.870","998.800","","-99.000","-99.000","-99.000","-99.000","24.700","","24.600",""
"CM0170","2020-05-08 01:00:00","106.000","73.000","0.500","26.000","0.800","998.700","","0.000","-99.000","-99.000","-99.000","26.200","","25.900",""
"C0F860","2020-05-08 01:00:00","2215.000","236.000","0.600","14.000","0.820","782.300","","0.000","-99.000","-99.000","-99.000","14.100","","13.700",""
"C0U890","2020-05-08 01:00:00","116.000","0.000","0.100","23.600","0.990","999.000","","0.000","-99.000","-99.000","-99.000","23.600","","23.300",""
"C0G800","2020-05-08 01:00:00","15.000","0.000","0.000","26.500","0.990","1007.500","","0.000","-99.000","-99.000","-99.000","26.900","","26.500",""
"C0F850","2020-05-08 01:00:00","379.000","0.000","0.200","24.000","0.800","966.800","","0.000","-99.000","-99.000","-99.000","24.500","","24.000",""
"C0AH50","2020-05-08 01:00:00","275.000","0.000","0.200","23.700","0.990","979.200","","0.000","-99.000","-99.000","-99.000","24.000","","23.700",""
"C0Z160","2020-05-08 01:00:00","124.000","349.000","0.600","23.400","0.970","1000.400","","0.000","-99.000","-99.000","-99.000","23.600","","23.400",""
"C0R540","2020-05-08 01:00:00","17.000","155.000","0.700","28.100","0.800","1007.500","","0.000","-99.000","-99.000","-99.000","28.800","","27.900",""
"C0K480","2020-05-08 01:00:00","56.000","32.000","0.300","26.800","0.990","1002.900","","0.000","-99.000","-99.000","-99.000","26.900","","26.800",""
"C0H890","2020-05-08 01:00:00","440.000","0.000","0.000","24.500","0.830","960.700","","0.000","-99.000","-99.000","-99.000","24.600","","24.400",""
"C0S770","2020-05-08 01:00:00","375.000","0.000","0.200","21.900","1.000","968.800","","0.000","-99.000","-99.000","-99.000","22.200","","21.900",""
"C0X230","2020-05-08 01:00:00","29.000","214.000","0.300","27.400","0.830","1007.400","","0.000","-99.000","-99.000","-99.000","27.700","","27.400",""
"C0B010","2020-05-08 01:00:00","38.000","299.000","0.300","23.500","1.000","1003.400","","0.000","-99.000","-99.000","-99.000","23.500","","23.400",""
"C0R490","2020-05-08 01:00:00","49.000","0.000","0.000","28.100","0.750","1003.400","","0.000","-99.000","-99.000","-99.000","28.100","","27.800",""
"C0V440","2020-05-08 01:00:00","27.000","340.000","1.000","29.200","0.690","1005.900","","0.000","-99.000","-99.000","-99.000","29.400","","29.200",""
"C0SA40","2020-05-08 01:00:00","200.000","0.000","0.000","23.800","0.980","989.000","","0.000","-99.000","-99.000","-99.000","23.900","","23.800",""
"C0Z280","2020-05-08 01:00:00","224.000","190.000","0.600","23.400","0.990","987.200","","0.000","-99.000","-99.000","-99.000","23.500","","23.300",""
"C0Z070","2020-05-08 01:00:00","247.000","0.000","0.000","23.300","0.990","982.900","","0.000","-99.000","-99.000","-99.000","23.300","","23.100",""
"CM0180","2020-05-08 01:00:00","313.000","0.000","0.000","25.000","0.740","975.400","","0.000","-99.000","-99.000","-99.000","25.000","","24.800",""
"C0T9N0","2020-05-08 01:00:00","261.000","0.000","0.100","23.300","0.990","982.100","","0.000","-99.000","-99.000","-99.000","23.300","","23.200",""
"C0R800","2020-05-08 01:00:00","131.000","117.000","0.500","25.000","0.880","995.200","","0.000","-99.000","-99.000","-99.000","25.100","","24.800",""
"C0K470","2020-05-08 01:00:00","97.000","103.000","0.800","25.000","0.990","998.500","","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0R720","2020-05-08 01:00:00","214.000","352.000","3.900","24.800","0.930","986.700","","0.000","-99.000","-99.000","-99.000","24.800","","24.600",""
"C0V650","2020-05-08 01:00:00","28.000","296.000","1.000","28.200","0.860","1008.200","","0.000","-99.000","-99.000","-99.000","28.300","","28.200",""
"C0R830","2020-05-08 01:00:00","383.000","21.000","1.200","23.200","0.940","967.200","","0.000","-99.000","-99.000","-99.000","23.400","","23.200",""
"C0H9C0","2020-05-08 01:00:00","3402.000","305.000","1.400","4.900","0.980","678.400","","0.000","-99.000","-99.000","-99.000","4.900","","4.300",""
"C0U780","2020-05-08 01:00:00","15.000","0.000","0.000","24.100","0.990","1009.900","","0.000","-99.000","-99.000","-99.000","24.100","","24.000",""
"C0U760","2020-05-08 01:00:00","22.000","0.000","0.000","23.700","0.990","1010.100","","0.000","-99.000","-99.000","-99.000","23.800","","23.600",""
"C0X290","2020-05-08 01:00:00","10.000","0.000","0.200","27.800","0.830","1008.200","","0.000","-99.000","-99.000","-99.000","28.200","","27.800",""
"C0E830","2020-05-08 01:00:00","37.000","112.000","0.500","26.000","0.900","1005.000","","0.000","-99.000","-99.000","-99.000","26.000","","26.000",""
"C0K330","2020-05-08 01:00:00","38.000","0.000","0.000","-99.000","0.970","1004.900","","0.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000"
"C0M660","2020-05-08 01:00:00","40.000","0.000","0.000","27.200","0.870","1005.500","","0.000","-99.000","-99.000","-99.000","27.300","","27.000",""
"C0D580","2020-05-08 01:00:00","120.000","0.000","0.000","22.800","0.990","996.300","","0.000","-99.000","-99.000","-99.000","23.100","","22.800",""
"C0R640","2020-05-08 01:00:00","21.000","149.000","2.600","28.200","0.860","1007.300","","0.000","-99.000","-99.000","-99.000","29.300","","28.200",""
"C0E810","2020-05-08 01:00:00","53.000","0.000","0.000","24.300","0.990","1004.000","","0.000","-99.000","-99.000","-99.000","24.500","","24.300",""
"C0G830","2020-05-08 01:00:00","27.000","355.000","0.600","27.300","1.000","1005.700","","0.000","-99.000","-99.000","-99.000","27.500","","27.300",""
"C0A550","2020-05-08 01:00:00","422.000","0.000","0.000","21.600","1.000","964.300","","0.000","-99.000","-99.000","-99.000","21.600","","21.500",""
"C0G750","2020-05-08 01:00:00","31.000","261.000","0.600","26.300","0.900","1006.800","","-99.000","-99.000","-99.000","-99.000","26.400","","26.200",""
"C0Z270","2020-05-08 01:00:00","343.000","100.000","1.400","22.200","0.990","973.300","","0.000","-99.000","-99.000","-99.000","22.300","","22.100",""
"C0UA30","2020-05-08 01:00:00","1397.000","180.000","0.800","16.400","1.000","860.300","","0.000","-99.000","-99.000","-99.000","17.100","","16.400",""
"C0I080","2020-05-08 01:00:00","536.000","258.000","0.300","23.300","0.750","953.800","","0.000","-99.000","-99.000","-99.000","23.400","","23.300",""
"C0UA00","2020-05-08 01:00:00","392.000","0.000","0.000","21.800","0.990","968.300","","0.000","-99.000","-99.000","-99.000","22.100","","21.800",""
"C0AD40","2020-05-08 01:00:00","32.000","183.000","0.400","23.800","0.950","1006.600","","0.000","-99.000","-99.000","-99.000","24.000","","23.800",""
"C0G900","2020-05-08 01:00:00","20.000","12.000","0.700","27.600","0.900","1006.600","","0.000","-99.000","-99.000","-99.000","27.600","","27.400",""
"C0S660","2020-05-08 01:00:00","794.000","274.000","0.400","21.300","1.000","925.700","","0.000","-99.000","-99.000","-99.000","21.500","","21.300",""
"C0M640","2020-05-08 01:00:00","155.000","0.000","0.000","27.200","0.710","992.000","","0.000","-99.000","-99.000","-99.000","27.200","","26.900",""
"C0R660","2020-05-08 01:00:00","20.000","155.000","1.500","27.200","0.750","1008.100","","0.000","-99.000","-99.000","-99.000","27.400","","27.200",""
"C0UA10","2020-05-08 01:00:00","1711.000","320.000","1.400","13.300","1.000","832.000","","0.000","-99.000","-99.000","-99.000","13.500","","13.200",""
"C0V770","2020-05-08 01:00:00","26.000","57.000","0.800","28.200","0.760","1006.400","","0.000","-99.000","-99.000","-99.000","28.200","","27.800",""
"C0E730","2020-05-08 01:00:00","26.000","130.000","0.700","24.700","0.920","1005.300","","0.000","-99.000","-99.000","-99.000","24.800","","24.600",""
"C0V810","2020-05-08 01:00:00","32.000","292.000","0.500","27.900","0.790","1004.800","","0.000","-99.000","-99.000","-99.000","27.900","","27.800",""
"C0A9C0","2020-05-08 01:00:00","35.000","103.000","0.400","24.900","0.870","1006.600","","0.000","-99.000","-99.000","-99.000","25.000","","24.900",""
"C0X310","2020-05-08 01:00:00","9.000","156.000","1.100","28.100","0.780","1009.100","","0.000","-99.000","-99.000","-99.000","28.200","","28.000",""
"C0K280","2020-05-08 01:00:00","23.000","25.000","0.300","26.300","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","26.700","","26.300",""
"C0M650","2020-05-08 01:00:00","20.000","166.000","0.900","26.800","0.890","1007.500","","0.000","-99.000","-99.000","-99.000","27.200","","26.800",""
"C0S910","2020-05-08 01:00:00","212.000","0.000","0.000","25.500","0.990","988.700","","0.000","-99.000","-99.000","-99.000","25.600","","25.400",""
"C0D570","2020-05-08 01:00:00","15.000","0.000","0.000","24.300","1.000","1008.100","","0.000","-99.000","-99.000","-99.000","24.600","","24.300",""
"C0M710","2020-05-08 01:00:00","15.000","205.000","0.500","28.100","0.800","1008.000","","0.000","-99.000","-99.000","-99.000","28.200","","28.100",""
"C0V490","2020-05-08 01:00:00","20.000","350.000","1.500","29.100","0.680","1007.400","","0.000","-99.000","-99.000","-99.000","29.300","","29.100",""
"C0E870","2020-05-08 01:00:00","34.000","0.000","0.100","24.900","0.990","1007.200","","0.000","-99.000","-99.000","-99.000","25.300","","24.900",""
"C0M800","2020-05-08 01:00:00","440.000","0.000","0.000","23.900","0.780","961.700","","0.000","-99.000","-99.000","-99.000","24.000","","23.600",""
"C0A570","2020-05-08 01:00:00","360.000","0.000","0.000","21.000","0.990","970.800","","0.000","-99.000","-99.000","-99.000","21.200","","21.000",""
"C0S790","2020-05-08 01:00:00","236.000","283.000","1.000","23.300","0.940","986.200","","0.000","-99.000","-99.000","-99.000","23.300","","23.100",""
"C0D590","2020-05-08 01:00:00","143.000","107.000","0.600","23.900","0.960","995.100","","0.000","-99.000","-99.000","-99.000","24.100","","23.900",""
"C0U990","2020-05-08 01:00:00","31.000","0.000","0.100","24.200","0.990","1008.500","","0.000","-99.000","-99.000","-99.000","24.200","","24.100",""
"C0M700","2020-05-08 01:00:00","150.000","0.000","0.000","25.900","0.860","993.400","","0.000","-99.000","-99.000","-99.000","25.900","","25.700",""
"C0A970","2020-05-08 01:00:00","96.000","215.000","4.900","22.700","0.990","1000.400","","0.500","-99.000","-99.000","-99.000","22.700","","22.700",""
"CM0110","2020-05-08 01:00:00","7.000","352.000","0.800","26.800","0.830","1009.000","","-99.000","-99.000","-99.000","-99.000","27.100","","26.800",""
"C0S940","2020-05-08 01:00:00","150.000","2.000","0.400","23.500","1.000","993.600","","0.000","-99.000","-99.000","-99.000","23.500","","23.500",""
"C0X250","2020-05-08 01:00:00","33.000","228.000","0.500","28.000","0.770","1005.700","","0.000","-99.000","-99.000","-99.000","28.200","","28.000",""
"C0K520","2020-05-08 01:00:00","10.000","0.000","0.000","27.500","0.820","1007.400","","0.000","-99.000","-99.000","-99.000","27.500","","27.500",""
"C0Z200","2020-05-08 01:00:00","153.000","0.000","0.000","22.700","0.940","995.200","","0.000","-99.000","-99.000","-99.000","23.300","","22.700",""
"C0V740","2020-05-08 01:00:00","60.000","353.000","1.900","26.900","0.750","1003.600","","0.000","-99.000","-99.000","-99.000","27.100","","26.900",""
"C0V790","2020-05-08 01:00:00","410.000","85.000","0.800","26.200","0.600","963.500","","-99.000","-99.000","-99.000","-99.000","26.200","","25.900",""
"C0G860","2020-05-08 01:00:00","45.000","354.000","0.700","27.600","0.870","1003.500","","0.000","-99.000","-99.000","-99.000","28.000","","27.600",""
"C0Z250","2020-05-08 01:00:00","1124.000","244.000","0.500","18.400","0.990","889.200","","0.000","-99.000","-99.000","-99.000","18.800","","18.400",""
"C0K440","2020-05-08 01:00:00","35.000","311.000","0.800","26.400","0.900","1005.700","","0.000","-99.000","-99.000","-99.000","26.600","","26.400",""
"C0T900","2020-05-08 01:00:00","160.000","0.000","0.000","21.900","0.970","992.000","","0.000","-99.000","-99.000","-99.000","21.900","","21.700",""
"C0F9V0","2020-05-08 01:00:00","525.000","204.000","2.300","25.100","0.770","951.500","","0.000","-99.000","-99.000","-99.000","26.000","","25.100",""
"C0UA20","2020-05-08 01:00:00","2619.000","202.000","4.500","9.400","0.830","-99.000","","0.000","-99.000","-99.000","-99.000","9.800","","9.300",""
"C0M850","2020-05-08 01:00:00","695.000","78.000","1.200","22.400","0.850","932.800","","0.000","-99.000","-99.000","-99.000","22.900","","22.400",""
"C0C620","2020-05-08 01:00:00","19.000","142.000","0.500","23.800","0.960","1006.500","","0.000","-99.000","-99.000","-99.000","24.100","","23.800",""
"C0I360","2020-05-08 01:00:00","300.000","46.000","1.300","25.500","0.760","975.600","","0.000","-99.000","-99.000","-99.000","26.000","","25.400",""
"C0M810","2020-05-08 01:00:00","1354.000","156.000","0.700","20.000","0.680","865.700","","0.000","-99.000","-99.000","-99.000","20.400","","19.500",""
"C0AC80","2020-05-08 01:00:00","40.000","0.000","0.000","23.300","0.990","1005.400","","0.000","-99.000","-99.000","-99.000","23.400","","23.300",""
