"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U940","2020-05-08 15:00:00","25.000","86.000","1.000","29.600","0.660","1007.300","","0.000","-99.000","-99.000","-99.000","31.000","","23.400",""
"C0S970","2020-05-08 15:00:00","19.000","129.000","0.800","28.600","0.800","1007.300","","0.000","-99.000","-99.000","-99.000","29.300","","24.700",""
"C0V260","2020-05-08 15:00:00","126.000","244.000","3.500","33.900","0.510","994.700","","0.000","-99.000","-99.000","-99.000","37.200","","24.300",""
"C0H990","2020-05-08 15:00:00","3076.000","211.000","1.700","11.000","0.990","707.400","","0.000","-99.000","-99.000","-99.000","14.600","","6.600",""
"C0F9K0","2020-05-08 15:00:00","30.000","250.000","4.000","30.300","0.710","1003.500","","0.000","-99.000","-99.000","-99.000","31.300","","25.400",""
"C0AH90","2020-05-08 15:00:00","660.000","75.000","0.500","24.000","0.980","938.700","","0.000","-99.000","-99.000","-99.000","26.900","","20.300",""
"C0W150","2020-05-08 15:00:00","42.000","196.000","3.500","27.800","0.900","1003.900","","0.500","-99.000","-99.000","-99.000","29.300","","22.500",""
"C0F000","2020-05-08 15:00:00","273.000","258.000","2.500","30.900","0.670","975.700","","0.000","-99.000","-99.000","-99.000","32.700","","23.400",""
"C0M860","2020-05-08 15:00:00","578.000","287.000","1.400","29.600","0.600","945.100","","0.000","-99.000","-99.000","-99.000","33.100","","22.400",""
"C0K410","2020-05-08 15:00:00","20.000","252.000","5.600","31.000","0.660","1005.600","","0.000","-99.000","-99.000","-99.000","32.100","","26.500",""
"C0R140","2020-05-08 15:00:00","740.000","6.000","1.400","27.800","0.690","930.500","","-99.000","-99.000","-99.000","-99.000","30.200","","21.700",""
"C0V800","2020-05-08 15:00:00","256.000","269.000","1.100","32.700","0.540","978.700","","0.000","-99.000","-99.000","-99.000","33.800","","24.500",""
"C0S830","2020-05-08 15:00:00","288.000","73.000","0.300","25.500","0.970","979.300","","0.000","-99.000","-99.000","-99.000","28.700","","23.000",""
"C0S920","2020-05-08 15:00:00","98.000","77.000","0.800","28.100","0.820","993.900","","0.000","-99.000","-99.000","-99.000","30.800","","23.600",""
"C0V640","2020-05-08 15:00:00","35.000","246.000","3.400","31.100","0.760","1005.200","","0.000","8.700","227.000","","31.200","","26.200",""
"C0AH80","2020-05-08 15:00:00","68.000","73.000","2.000","28.800","0.760","999.900","","0.000","-99.000","-99.000","-99.000","32.400","","22.800",""
"C0K250","2020-05-08 15:00:00","12.000","257.000","3.600","32.100","0.660","1007.500","","0.000","-99.000","-99.000","-99.000","34.100","","24.300",""
"C0R840","2020-05-08 15:00:00","536.000","275.000","4.600","29.000","0.690","950.000","","0.000","-99.000","-99.000","-99.000","29.200","","21.900",""
"C0I410","2020-05-08 15:00:00","180.000","287.000","2.300","33.500","0.520","987.800","","0.000","-99.000","-99.000","-99.000","33.900","","24.200",""
"C0M410","2020-05-08 15:00:00","245.000","294.000","0.800","34.300","0.470","977.100","","0.000","-99.000","-99.000","-99.000","35.300","","22.800",""
"C0F9Z0","2020-05-08 15:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-05-08 15:00:00","26.000","274.000","3.000","33.800","0.560","1005.600","","0.000","-99.000","-99.000","-99.000","35.200","","26.500",""
"C0U650","2020-05-08 15:00:00","442.000","77.000","0.700","25.700","0.860","960.600","","0.000","-99.000","-99.000","-99.000","27.500","","21.100",""
"C0D660","2020-05-08 15:00:00","65.000","251.000","5.000","29.700","0.700","1000.500","","0.000","12.200","258.000","","30.800","","24.100",""
"C0E540","2020-05-08 15:00:00","32.000","234.000","3.200","31.100","0.660","1004.500","","0.000","9.000","253.000","","33.100","","24.100",""
"C0W170","2020-05-08 15:00:00","42.000","171.000","5.100","22.700","0.920","1001.200","","0.000","-99.000","-99.000","-99.000","23.700","","19.400",""
"C0Z150","2020-05-08 15:00:00","27.000","151.000","1.500","25.900","0.960","1007.500","","0.000","-99.000","-99.000","-99.000","26.800","","22.600",""
"C0S840","2020-05-08 15:00:00","22.000","117.000","1.300","30.400","0.800","1008.100","","0.000","-99.000","-99.000","-99.000","31.300","","23.700",""
"C0H9A0","2020-05-08 15:00:00","1595.000","56.000","1.300","22.400","0.750","845.400","","0.000","-99.000","-99.000","-99.000","25.700","","16.800",""
"C0Z300","2020-05-08 15:00:00","182.000","232.000","0.500","29.500","0.800","990.000","","0.000","-99.000","-99.000","-99.000","29.800","","22.800",""
"C0G730","2020-05-08 15:00:00","27.000","257.000","2.800","31.400","0.660","1006.300","","0.000","-99.000","-99.000","-99.000","32.200","","25.200",""
"C0V730","2020-05-08 15:00:00","33.000","254.000","3.400","31.400","0.660","1006.100","","0.000","-99.000","-99.000","-99.000","32.000","","27.300",""
"C0SA00","2020-05-08 15:00:00","466.000","115.000","1.200","26.600","0.850","957.800","","0.000","-99.000","-99.000","-99.000","29.900","","21.100",""
"C0S900","2020-05-08 15:00:00","27.000","155.000","4.600","28.800","0.810","1008.000","","0.000","-99.000","-99.000","-99.000","29.000","","25.500",""
"C0C480","2020-05-08 15:00:00","105.000","275.000","0.800","30.300","0.640","996.200","","0.000","-99.000","-99.000","-99.000","31.600","","23.700",""
"C0V720","2020-05-08 15:00:00","15.000","243.000","3.400","30.700","0.740","1007.700","","0.000","-99.000","-99.000","-99.000","31.400","","27.900",""
"C0UA60","2020-05-08 15:00:00","566.000","192.000","1.800","22.200","0.990","946.700","","1.500","7.800","191.000","","24.700","","20.600",""
"C0A980","2020-05-08 15:00:00","11.000","2.000","2.200","29.900","0.720","1007.400","","0.000","-99.000","-99.000","-99.000","31.200","","24.100",""
"C0C670","2020-05-08 15:00:00","250.000","265.000","1.700","29.500","0.650","980.400","","0.000","-99.000","-99.000","-99.000","30.800","","22.100",""
"C0K550","2020-05-08 15:00:00","15.000","230.000","2.700","31.400","0.670","1007.500","","0.000","-99.000","-99.000","-99.000","33.700","","25.800",""
"C0R350","2020-05-08 15:00:00","35.000","261.000","3.000","31.100","0.730","1005.900","","0.000","-99.000","-99.000","-99.000","32.100","","23.700",""
"C0T9F0","2020-05-08 15:00:00","251.000","105.000","0.300","24.900","0.980","981.900","","0.000","-99.000","-99.000","-99.000","28.300","","22.100",""
"C0D390","2020-05-08 15:00:00","146.000","298.000","0.900","31.700","0.640","990.100","","0.000","-99.000","-99.000","-99.000","32.100","","22.000",""
"C0E430","2020-05-08 15:00:00","258.000","342.000","1.400","31.800","0.570","981.900","","0.000","7.200","11.000","","32.900","","21.300",""
"C0O990","2020-05-08 15:00:00","18.000","201.000","2.400","32.000","0.750","1006.700","","0.000","-99.000","-99.000","-99.000","34.200","","25.300",""
"CM0010","2020-05-08 15:00:00","68.000","-99.000","-99.000","29.400","0.660","1001.200","","0.000","-99.000","-99.000","-99.000","32.600","","23.400",""
"C0K500","2020-05-08 15:00:00","12.000","247.000","3.600","31.900","0.640","1006.300","","0.000","-99.000","-99.000","-99.000","33.600","","25.500",""
"C0X260","2020-05-08 15:00:00","39.000","266.000","3.900","32.100","0.650","1004.700","","0.000","-99.000","-99.000","-99.000","33.700","","25.400",""
"C0ACA0","2020-05-08 15:00:00","25.000","37.000","1.100","30.200","0.720","1004.000","","0.000","-99.000","-99.000","-99.000","30.800","","25.000",""
"C0X180","2020-05-08 15:00:00","62.000","231.000","3.200","32.600","0.610","1000.600","","0.000","-99.000","-99.000","-99.000","33.700","","25.500",""
"C0F930","2020-05-08 15:00:00","100.000","255.000","1.700","33.200","0.620","997.100","","0.000","-99.000","-99.000","-99.000","34.300","","24.900",""
"C0I010","2020-05-08 15:00:00","1562.000","324.000","2.100","23.500","0.680","847.800","","0.000","-99.000","-99.000","-99.000","24.300","","17.000",""
"C0R190","2020-05-08 15:00:00","32.000","216.000","2.000","31.400","0.670","1004.900","","0.000","-99.000","-99.000","-99.000","32.700","","24.600",""
"C0E420","2020-05-08 15:00:00","19.000","259.000","2.400","30.300","0.710","1003.600","","0.000","7.600","290.000","","30.400","","24.200",""
"C0I460","2020-05-08 15:00:00","110.000","288.000","5.000","33.400","0.510","996.400","","0.000","-99.000","-99.000","-99.000","34.100","","25.300",""
"C0V770","2020-05-08 15:00:00","26.000","271.000","2.500","32.100","0.610","1006.200","","0.000","-99.000","-99.000","-99.000","33.100","","27.100",""
"C0E730","2020-05-08 15:00:00","26.000","273.000","1.300","32.000","0.610","1003.200","","0.000","7.200","265.000","","32.800","","24.100",""
"C0V810","2020-05-08 15:00:00","32.000","244.000","3.800","29.900","0.760","1004.700","","0.000","-99.000","-99.000","-99.000","30.700","","27.200",""
"C0A9C0","2020-05-08 15:00:00","35.000","316.000","2.100","30.300","0.690","1004.700","","0.000","-99.000","-99.000","-99.000","32.100","","24.300",""
"C0X310","2020-05-08 15:00:00","9.000","231.000","4.300","30.600","0.740","1008.700","","0.000","-99.000","-99.000","-99.000","30.900","","27.400",""
"C0K280","2020-05-08 15:00:00","23.000","229.000","5.400","32.000","0.660","1008.500","","0.000","-99.000","-99.000","-99.000","33.900","","25.000",""
"C0M650","2020-05-08 15:00:00","20.000","232.000","1.300","31.500","0.660","1007.000","","0.000","-99.000","-99.000","-99.000","33.000","","25.900",""
"C0S910","2020-05-08 15:00:00","212.000","0.000","0.000","29.900","0.990","988.300","","0.000","-99.000","-99.000","-99.000","30.700","","25.000",""
"C0D570","2020-05-08 15:00:00","15.000","257.000","1.300","30.000","0.780","1006.200","","0.500","-99.000","-99.000","-99.000","31.400","","24.100",""
"C0M710","2020-05-08 15:00:00","15.000","219.000","2.200","30.300","0.740","1007.600","","0.000","7.500","216.000","","31.300","","26.800",""
"C0V490","2020-05-08 15:00:00","20.000","234.000","1.000","30.500","0.790","1007.400","","0.000","7.600","198.000","","31.000","","27.700",""
"C0E870","2020-05-08 15:00:00","34.000","263.000","5.000","30.900","0.610","1005.200","","0.000","-99.000","-99.000","-99.000","32.500","","24.100",""
"C0M800","2020-05-08 15:00:00","440.000","228.000","2.200","31.600","0.550","960.200","","0.000","7.300","272.000","","32.800","","22.500",""
"C0A570","2020-05-08 15:00:00","360.000","79.000","1.500","27.500","0.730","968.900","","0.000","-99.000","-99.000","-99.000","31.000","","20.500",""
"C0S790","2020-05-08 15:00:00","236.000","0.000","0.200","26.800","0.850","985.100","","0.000","-99.000","-99.000","-99.000","33.100","","22.800",""
"C0D590","2020-05-08 15:00:00","143.000","222.000","0.300","29.400","0.780","993.200","","0.000","-99.000","-99.000","-99.000","29.900","","22.900",""
"C0U990","2020-05-08 15:00:00","31.000","5.000","2.200","27.800","0.820","1006.800","","0.000","-99.000","-99.000","-99.000","29.400","","24.000",""
"C0M700","2020-05-08 15:00:00","150.000","267.000","2.900","32.100","0.610","992.400","","0.000","-99.000","-99.000","-99.000","33.800","","23.500",""
"C0A970","2020-05-08 15:00:00","96.000","201.000","6.200","25.000","0.990","999.100","","0.500","11.500","215.000","","26.200","","22.700",""
"CM0110","2020-05-08 15:00:00","7.000","259.000","4.300","30.900","0.640","1008.100","","-99.000","-99.000","-99.000","-99.000","31.800","","26.500",""
"C0S940","2020-05-08 15:00:00","150.000","124.000","0.700","25.600","0.970","992.500","","0.000","-99.000","-99.000","-99.000","29.300","","23.400",""
"C0X250","2020-05-08 15:00:00","33.000","241.000","2.400","32.300","0.630","1005.000","","0.000","-99.000","-99.000","-99.000","33.800","","26.400",""
"C0K520","2020-05-08 15:00:00","10.000","259.000","2.600","31.400","0.700","1006.900","","0.000","-99.000","-99.000","-99.000","33.300","","26.100",""
"C0Z200","2020-05-08 15:00:00","153.000","64.000","1.900","27.100","0.760","993.700","","0.000","-99.000","-99.000","-99.000","28.700","","22.100",""
"C0V740","2020-05-08 15:00:00","60.000","242.000","2.700","32.800","0.550","1002.700","","0.000","-99.000","-99.000","-99.000","33.600","","26.000",""
"C0V790","2020-05-08 15:00:00","410.000","233.000","4.000","30.800","0.510","962.700","","0.000","-99.000","-99.000","-99.000","33.300","","23.800",""
"C0G860","2020-05-08 15:00:00","45.000","254.000","2.700","33.400","0.540","1002.700","","0.000","-99.000","-99.000","-99.000","34.400","","26.200",""
"C0Z250","2020-05-08 15:00:00","1124.000","0.000","0.200","22.900","0.990","888.500","","0.000","-99.000","-99.000","-99.000","23.900","","17.900",""
"C0K440","2020-05-08 15:00:00","35.000","258.000","2.900","31.900","0.620","1004.800","","0.000","-99.000","-99.000","-99.000","33.200","","25.700",""
"C0T900","2020-05-08 15:00:00","160.000","0.000","0.000","25.600","0.860","990.700","","0.000","-99.000","-99.000","-99.000","28.400","","21.200",""
"C0F9V0","2020-05-08 15:00:00","525.000","264.000","4.900","30.800","0.670","950.900","","0.000","-99.000","-99.000","-99.000","31.800","","22.700",""
"C0UA20","2020-05-08 15:00:00","2619.000","218.000","1.700","18.200","0.650","-99.000","","0.000","-99.000","-99.000","-99.000","21.700","","9.100",""
"C0C620","2020-05-08 15:00:00","19.000","324.000","1.500","29.700","0.780","1004.700","","0.000","-99.000","-99.000","-99.000","32.000","","22.600",""
"C0I360","2020-05-08 15:00:00","300.000","267.000","4.800","31.200","0.550","973.900","","0.000","-99.000","-99.000","-99.000","32.000","","23.700",""
"C0M810","2020-05-08 15:00:00","1354.000","300.000","0.800","24.400","0.830","865.200","","0.000","-99.000","-99.000","-99.000","25.300","","19.000",""
"C0AC80","2020-05-08 15:00:00","40.000","73.000","3.000","29.400","0.710","1003.600","","0.000","-99.000","-99.000","-99.000","32.900","","22.500",""
"CM0140","2020-05-08 15:00:00","26.000","204.000","1.800","27.600","0.830","1007.500","","0.000","-99.000","-99.000","-99.000","29.400","","25.100",""
"C0SA20","2020-05-08 15:00:00","857.000","210.000","1.300","22.100","1.000","916.100","","0.500","-99.000","-99.000","-99.000","25.800","","20.000",""
"C0K490","2020-05-08 15:00:00","91.000","291.000","4.000","31.700","0.590","998.000","","0.000","-99.000","-99.000","-99.000","33.700","","24.200",""
"C0V820","2020-05-08 15:00:00","441.000","215.000","1.800","31.800","0.540","962.000","","0.000","7.600","244.000","","33.900","","22.600",""
"C0S810","2020-05-08 15:00:00","65.000","186.000","0.900","26.700","0.950","1004.900","","0.500","-99.000","-99.000","-99.000","30.300","","23.900",""
"C0R580","2020-05-08 15:00:00","10.000","252.000","2.600","30.600","0.710","1008.000","","0.000","-99.000","-99.000","-99.000","31.000","","25.400",""
"C0Z330","2020-05-08 15:00:00","488.000","108.000","0.700","27.500","0.750","957.500","","0.000","-99.000","-99.000","-99.000","29.800","","21.900",""
"C0E590","2020-05-08 15:00:00","40.000","231.000","3.900","30.800","0.650","1003.000","","0.000","-99.000","-99.000","-99.000","32.500","","23.700",""
"C0D540","2020-05-08 15:00:00","227.000","294.000","0.700","29.800","0.680","983.600","","0.000","-99.000","-99.000","-99.000","30.500","","21.400",""
"C0K420","2020-05-08 15:00:00","42.000","259.000","2.900","32.900","0.560","1003.600","","0.000","-99.000","-99.000","-99.000","34.200","","25.300",""
"C0Z180","2020-05-08 15:00:00","34.000","33.000","0.600","25.200","0.970","1006.100","","1.500","-99.000","-99.000","-99.000","27.600","","23.600",""
"C0AD10","2020-05-08 15:00:00","27.000","277.000","1.600","29.000","0.780","1005.600","","0.000","-99.000","-99.000","-99.000","29.900","","24.900",""
"C0M720","2020-05-08 15:00:00","225.000","256.000","1.500","32.200","0.570","983.500","","0.000","-99.000","-99.000","-99.000","33.200","","24.900",""
"C0V450","2020-05-08 15:00:00","51.000","228.000","1.900","31.000","0.620","1003.200","","0.000","-99.000","-99.000","-99.000","32.400","","26.400",""
"C0R280","2020-05-08 15:00:00","242.000","274.000","1.300","30.900","0.670","982.600","","0.000","-99.000","-99.000","-99.000","31.600","","23.400",""
"C0E610","2020-05-08 15:00:00","850.000","230.000","1.000","27.500","0.630","916.900","","0.000","-99.000","-99.000","-99.000","29.500","","20.900",""
"C0Z310","2020-05-08 15:00:00","59.000","343.000","1.000","24.100","0.990","1004.300","","11.000","-99.000","-99.000","-99.000","25.400","","23.100",""
"C0S700","2020-05-08 15:00:00","507.000","168.000","1.100","23.400","0.960","954.700","","0.000","-99.000","-99.000","-99.000","26.300","","20.500",""
"C0T9G0","2020-05-08 15:00:00","605.000","0.000","0.200","22.800","0.990","945.200","","0.500","-99.000","-99.000","-99.000","26.200","","20.200",""
"C0U520","2020-05-08 15:00:00","517.000","0.000","0.100","26.000","0.990","954.300","","0.000","-99.000","-99.000","-99.000","30.200","","20.900",""
"C0E750","2020-05-08 15:00:00","62.000","252.000","3.900","31.600","0.590","999.000","","0.000","9.900","258.000","","32.700","","24.900",""
"C0R810","2020-05-08 15:00:00","25.000","247.000","2.300","29.600","0.780","1007.200","","0.000","-99.000","-99.000","-99.000","31.600","","25.100",""
"C0G660","2020-05-08 15:00:00","27.000","281.000","5.400","33.600","0.640","1008.400","","0.000","-99.000","-99.000","-99.000","34.700","","26.200",""
"C0W140","2020-05-08 15:00:00","21.000","202.000","5.500","26.900","0.880","1006.300","","0.500","-99.000","-99.000","-99.000","28.100","","21.800",""
"C0U720","2020-05-08 15:00:00","1260.000","23.000","4.000","22.800","0.990","885.500","","0.000","-99.000","-99.000","-99.000","25.000","","16.000",""
"C0R690","2020-05-08 15:00:00","248.000","184.000","1.700","27.700","0.850","981.200","","0.000","6.900","195.000","","30.000","","23.300",""
"C0X150","2020-05-08 15:00:00","18.000","239.000","4.200","32.000","0.670","1008.100","","0.000","-99.000","-99.000","-99.000","33.100","","27.600",""
"C0Z050","2020-05-08 15:00:00","830.000","156.000","0.500","23.800","0.840","920.800","","0.000","-99.000","-99.000","-99.000","26.400","","18.700",""
"C0I490","2020-05-08 15:00:00","1601.000","268.000","2.500","24.100","0.690","841.700","","0.000","-99.000","-99.000","-99.000","25.400","","17.600",""
"C0I090","2020-05-08 15:00:00","910.000","266.000","1.600","26.200","0.820","911.100","","0.000","-99.000","-99.000","-99.000","27.700","","21.200",""
"C0A9F0","2020-05-08 15:00:00","35.000","105.000","0.700","30.500","0.670","1004.400","","0.000","-99.000","-99.000","-99.000","33.100","","24.600",""
"C0F9A0","2020-05-08 15:00:00","425.000","317.000","1.800","31.100","0.630","962.100","","0.000","8.700","319.000","","33.300","","23.100",""
"C0O950","2020-05-08 15:00:00","4.000","292.000","0.400","31.700","0.780","1007.900","","0.000","-99.000","-99.000","-99.000","33.000","","26.700",""
"C0M760","2020-05-08 15:00:00","40.000","270.000","3.400","32.600","0.590","1004.200","","0.000","-99.000","-99.000","-99.000","34.300","","25.700",""
"C0AH70","2020-05-08 15:00:00","34.000","337.000","1.600","30.600","0.620","1004.900","","0.000","7.100","263.000","","33.000","","25.100",""
"C0V250","2020-05-08 15:00:00","298.000","220.000","1.200","35.700","0.380","975.000","","0.000","-99.000","-99.000","-99.000","37.700","","22.900",""
"C0U980","2020-05-08 15:00:00","573.000","118.000","2.300","22.200","1.000","947.400","","0.000","-99.000","-99.000","-99.000","26.500","","20.700",""
"C0S740","2020-05-08 15:00:00","289.000","197.000","3.200","26.700","0.860","978.300","","0.000","-99.000","-99.000","-99.000","30.000","","21.900",""
"C0A940","2020-05-08 15:00:00","49.000","63.000","0.600","28.800","0.820","1003.500","","0.000","-99.000","-99.000","-99.000","30.000","","22.700",""
"C0A920","2020-05-08 15:00:00","196.000","291.000","1.900","27.700","0.830","985.900","","0.000","-99.000","-99.000","-99.000","29.500","","24.300",""
"C0T870","2020-05-08 15:00:00","135.000","0.000","0.100","24.900","0.990","994.700","","1.500","-99.000","-99.000","-99.000","26.700","","20.600",""
"C0O930","2020-05-08 15:00:00","69.000","258.000","1.200","34.100","0.550","1000.300","","0.000","-99.000","-99.000","-99.000","37.800","","24.000",""
"C0AI40","2020-05-08 15:00:00","37.000","307.000","3.500","30.100","0.690","1004.400","","0.000","-99.000","-99.000","-99.000","32.000","","25.300",""
"C0C460","2020-05-08 15:00:00","482.000","268.000","0.300","27.600","0.750","956.000","","0.000","-99.000","-99.000","-99.000","29.400","","21.100",""
"C0E520","2020-05-08 15:00:00","320.000","215.000","1.500","33.400","0.550","973.300","","0.000","7.100","182.000","","33.500","","20.100",""
"C0T9D0","2020-05-08 15:00:00","7.000","0.000","0.200","25.200","0.970","1010.300","","6.000","-99.000","-99.000","-99.000","27.700","","23.500",""
"C0I390","2020-05-08 15:00:00","1184.000","262.000","2.100","26.000","0.610","884.700","","0.000","-99.000","-99.000","-99.000","26.700","","18.200",""
"C0B020","2020-05-08 15:00:00","86.000","11.000","1.000","27.100","0.780","997.700","","-99.000","-99.000","-99.000","-99.000","32.100","","24.300",""
"CM0170","2020-05-08 15:00:00","106.000","253.000","5.000","31.200","0.580","997.400","","0.000","-99.000","-99.000","-99.000","32.200","","22.700",""
"C0F860","2020-05-08 15:00:00","2215.000","241.000","1.100","21.700","0.670","781.600","","0.000","-99.000","-99.000","-99.000","21.900","","13.700",""
"C0U890","2020-05-08 15:00:00","116.000","57.000","2.900","27.600","0.990","997.100","","0.000","-99.000","-99.000","-99.000","28.800","","23.300",""
"C0G800","2020-05-08 15:00:00","15.000","250.000","4.900","31.400","0.700","1006.600","","0.000","-99.000","-99.000","-99.000","32.500","","26.000",""
"C0F850","2020-05-08 15:00:00","379.000","226.000","2.800","31.500","0.560","965.200","","0.000","-99.000","-99.000","-99.000","32.300","","21.500",""
"C0AH50","2020-05-08 15:00:00","275.000","288.000","1.200","28.100","0.920","977.500","","0.000","7.100","285.000","","29.400","","23.100",""
"C0Z160","2020-05-08 15:00:00","124.000","7.000","2.000","26.800","0.820","998.900","","0.000","-99.000","-99.000","-99.000","29.000","","23.000",""
"C0R540","2020-05-08 15:00:00","17.000","237.000","4.100","30.500","0.710","1007.200","","0.000","-99.000","-99.000","-99.000","30.500","","26.200",""
"C0K480","2020-05-08 15:00:00","56.000","256.000","3.000","32.100","0.700","1002.000","","0.000","9.300","274.000","","33.700","","25.600",""
"C0H890","2020-05-08 15:00:00","440.000","235.000","0.300","32.300","0.500","959.000","","0.000","-99.000","-99.000","-99.000","32.500","","22.900",""
"C0S770","2020-05-08 15:00:00","375.000","78.000","0.300","25.400","0.940","967.400","","0.000","-99.000","-99.000","-99.000","29.900","","21.400",""
"C0X230","2020-05-08 15:00:00","29.000","221.000","4.100","31.300","0.690","1006.800","","0.000","-99.000","-99.000","-99.000","33.200","","25.700",""
"C0B010","2020-05-08 15:00:00","38.000","38.000","3.000","28.800","0.770","1001.900","","0.000","-99.000","-99.000","-99.000","32.000","","22.900",""
"C0R490","2020-05-08 15:00:00","49.000","246.000","3.500","33.800","0.450","1002.600","","0.000","-99.000","-99.000","-99.000","34.000","","26.600",""
"C0V440","2020-05-08 15:00:00","27.000","250.000","1.700","33.000","0.650","1005.600","","0.000","-99.000","-99.000","-99.000","34.300","","27.800",""
"C0SA40","2020-05-08 15:00:00","200.000","207.000","2.500","27.200","0.830","987.500","","0.000","-99.000","-99.000","-99.000","31.100","","22.600",""
"C0Z280","2020-05-08 15:00:00","224.000","53.000","1.600","29.200","0.730","985.400","","0.000","-99.000","-99.000","-99.000","29.700","","22.900",""
"C0Z070","2020-05-08 15:00:00","247.000","17.000","2.600","28.400","0.840","981.300","","0.000","-99.000","-99.000","-99.000","31.300","","22.400",""
"CM0180","2020-05-08 15:00:00","313.000","169.000","0.300","31.100","0.570","974.800","","0.000","-99.000","-99.000","-99.000","35.500","","23.000",""
"C0T9N0","2020-05-08 15:00:00","261.000","222.000","2.100","27.900","0.780","980.500","","0.000","-99.000","-99.000","-99.000","30.400","","23.100",""
"C0R800","2020-05-08 15:00:00","131.000","295.000","1.000","30.200","0.690","994.300","","0.000","-99.000","-99.000","-99.000","32.700","","24.000",""
"C0K470","2020-05-08 15:00:00","97.000","229.000","3.100","32.900","0.590","997.300","","0.000","-99.000","-99.000","-99.000","33.600","","23.000",""
"C0R720","2020-05-08 15:00:00","214.000","276.000","1.400","31.200","0.680","985.400","","0.000","-99.000","-99.000","-99.000","31.400","","24.500",""
"C0V650","2020-05-08 15:00:00","28.000","244.000","4.900","29.400","0.850","1008.100","","0.000","-99.000","-99.000","-99.000","29.800","","27.100",""
"C0R830","2020-05-08 15:00:00","383.000","262.000","0.800","30.100","0.650","966.200","","0.000","7.500","277.000","","30.100","","23.100",""
"C0H9C0","2020-05-08 15:00:00","3402.000","318.000","2.100","8.700","0.950","679.300","","0.000","-99.000","-99.000","-99.000","10.600","","3.900",""
"C0U780","2020-05-08 15:00:00","15.000","131.000","2.400","28.500","0.860","1007.600","","0.000","-99.000","-99.000","-99.000","29.600","","24.000",""
"C0U760","2020-05-08 15:00:00","22.000","0.000","0.000","25.900","0.990","1008.800","","0.500","-99.000","-99.000","-99.000","27.800","","23.400",""
"C0X290","2020-05-08 15:00:00","10.000","229.000","4.400","30.200","0.770","1007.800","","0.000","-99.000","-99.000","-99.000","31.900","","26.800",""
"C0E830","2020-05-08 15:00:00","37.000","253.000","5.000","30.100","0.700","1003.700","","0.000","-99.000","-99.000","-99.000","31.100","","25.200",""
"C0K330","2020-05-08 15:00:00","38.000","266.000","1.800","33.300","0.710","1003.900","","0.000","-99.000","-99.000","-99.000","34.800","","26.300",""
"C0M660","2020-05-08 15:00:00","40.000","249.000","5.500","31.300","0.660","1004.500","","0.000","-99.000","-99.000","-99.000","32.600","","25.500",""
"C0D580","2020-05-08 15:00:00","120.000","300.000","0.600","30.600","0.680","994.200","","0.000","-99.000","-99.000","-99.000","31.100","","22.200",""
"C0R640","2020-05-08 15:00:00","21.000","238.000","2.500","30.300","0.800","1007.100","","0.000","-99.000","-99.000","-99.000","30.400","","27.100",""
"C0E810","2020-05-08 15:00:00","53.000","220.000","2.100","31.900","0.670","1002.600","","0.000","7.900","203.000","","32.900","","23.300",""
"C0G830","2020-05-08 15:00:00","27.000","239.000","4.600","32.800","0.730","1004.800","","0.000","-99.000","-99.000","-99.000","34.000","","26.600",""
"C0A550","2020-05-08 15:00:00","422.000","0.000","0.100","24.300","0.970","963.300","","0.000","-99.000","-99.000","-99.000","28.500","","21.300",""
"C0G750","2020-05-08 15:00:00","31.000","217.000","1.800","32.600","0.600","1006.100","","-99.000","-99.000","-99.000","-99.000","34.100","","25.400",""
"C0Z270","2020-05-08 15:00:00","343.000","294.000","0.700","24.000","0.990","972.200","","0.000","-99.000","-99.000","-99.000","25.300","","21.500",""
"C0UA30","2020-05-08 15:00:00","1397.000","0.000","0.000","20.300","0.990","859.700","","0.000","-99.000","-99.000","-99.000","22.000","","16.400",""
"C0I080","2020-05-08 15:00:00","536.000","292.000","0.600","31.800","0.570","952.000","","0.000","-99.000","-99.000","-99.000","32.200","","22.000",""
"C0UA00","2020-05-08 15:00:00","392.000","5.000","0.300","27.900","0.740","966.900","","0.000","-99.000","-99.000","-99.000","32.200","","19.600",""
"C0AD40","2020-05-08 15:00:00","32.000","338.000","1.700","30.800","0.660","1004.200","","0.000","-99.000","-99.000","-99.000","32.100","","22.800",""
"C0G900","2020-05-08 15:00:00","20.000","251.000","4.600","30.700","0.760","1005.800","","0.000","-99.000","-99.000","-99.000","31.900","","27.200",""
"C0S660","2020-05-08 15:00:00","794.000","73.000","1.800","25.400","0.770","924.300","","0.000","6.900","20.000","","28.900","","19.200",""
"C0M640","2020-05-08 15:00:00","155.000","263.000","4.000","31.800","0.590","991.100","","0.000","-99.000","-99.000","-99.000","32.800","","25.300",""
"C0R660","2020-05-08 15:00:00","20.000","286.000","3.000","29.300","0.810","1007.900","","0.000","-99.000","-99.000","-99.000","29.300","","25.100",""
"C0UA10","2020-05-08 15:00:00","1711.000","0.000","0.000","19.500","1.000","831.200","","0.500","-99.000","-99.000","-99.000","22.000","","12.800",""
